CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN
03227475	TP9	NON	1993	1993
03227475	TP9	NON	1994	1994
03227475	TP9	NON	1995	1995
03227475	TP9	NON	1996	1996
03227475	TP9	NON	1997	1997
03227475	TP9	NON	1998	1998
03227475	TP9	NON	1999	1999
03227475	TP9	NON	2000	2000
03227475	TP9	NON	2001	2001
03227475	TP9	NON	2002	2002
03227475	TP9	NON	2003	2003
03227475	TP9	NON	2004	2004
03227475	TP9	NON	2005	2005
03227475	TP9	NON	2006	2006
03227475	TP9	NON	2007	2007
03227475	TP9	NON	2008	2008
03227475	TP9	NON	2009	2009
03227475	TP9	NON	2010	2010
03227475	TP9	NON	2011	2011
03227475	TP9	NON	2012	2012
03227475	TP9	NON	2013	2013
03227475	TP9	NON	2014	2014
03227475	TP9	NON	2015	2015
03227475	TP9	NON	2016	2016
03227475	TP9	NON	2017	2017
03227475	TP9	NON	2018	2018
03227475	TP9	NON	2019	2019
03227475	TP9	NON	2020	2020
03227475	TP9	NON	2021	2021
03227475	TP9	NON	2022	2022
03227475	TP9	NON	2023	2023
03227475	TP9	NON	2024	2024
03227475	TP9	NON	2025	2025
03228690	P9	NON	1990	1990
03228690	P9	NON	1991	1991
03228690	P9	NON	1992	1992
03228690	P9	NON	1993	1993
03228690	P9	NON	1994	1994
03228690	P9	NON	1995	1995
03228690	P9	NON	1996	1996
03228690	P9	NON	1997	1997
03228690	P9	NON	1998	1998
03228690	P9	NON	1999	1999
03228690	P9	NON	2000	2000
03228690	P9	NON	2001	2001
03228690	P9	NON	2002	2002
03228690	P9	NON	2003	2003
03228690	P9	NON	2004	2004
03228690	P9	NON	2005	2005
03228690	P9	NON	2006	2006
03228690	P9	NON	2007	2007
03228690	P9	NON	2008	2008
03228690	P9	NON	2009	2009
03228690	P9	NON	2010	2010
03228690	P9	NON	2011	2011
03228690	P9	NON	2012	2012
03228690	P9	NON	2013	2013
03228690	P9	NON	2014	2014
03228690	P9	NON	2015	2015
03228690	P9	NON	2016	2016
03228690	P9	NON	2017	2017
03228690	P9	NON	2018	2018
03228690	P9	NON	2019	2019
03228690	P9	NON	2020	2020
03228690	P9	NON	2021	2021
03228690	P9	NON	2022	2022
03228690	P9	NON	2023	2023
03228690	P9	NON	2024	2024
03228690	P9	NON	2025	2025
03231000	M9	NON	1981	1981
03231000	M9	NON	1982	1982
03231000	M9	NON	1983	1983
03231000	M9	NON	1984	1984
03231000	M9	NON	1985	1985
03231000	M9	NON	1986	1986
03231000	M9	NON	1987	1987
03231000	M9	NON	1988	1988
03231000	M9	NON	1989	1989
03231000	M9	NON	1990	1990
03231000	M9	NON	1991	1991
03231000	M9	NON	1992	1992
03231000	M9	NON	1993	1993
03231000	M9	NON	1994	1994
03231000	M9	NON	1995	1995
03231000	M9	NON	1996	1996
03231000	M9	NON	1997	1997
03231000	M9	NON	1998	1998
03231000	M9	NON	1999	1999
03231000	M9	NON	2000	2000
03231000	M9	NON	2001	2001
03231000	M9	NON	2002	2002
03231000	M9	NON	2003	2003
03231000	M9	NON	2004	2004
03231000	M9	NON	2005	2005
03231000	M9	NON	2006	2006
03231000	M9	NON	2007	2007
03231000	M9	NON	2008	2008
03231000	M9	NON	2009	2009
03231000	M9	NON	2010	2010
03231000	M9	NON	2011	2011
03231000	M9	NON	2012	2012
03231000	M9	NON	2013	2013
03231000	M9	NON	2014	2014
03231000	M9	NON	2015	2015
03231000	M9	NON	2016	2016
03231000	M9	NON	2017	2017
03231000	M9	NON	2018	2018
03231000	M9	NON	2019	2019
03231000	M9	NON	2020	2020
03231000	M9	NON	2021	2021
03231000	M9	NON	2022	2022
03231000	M9	NON	2023	2023
03231000	M9	NON	2024	2024
03231065	P9	NON	2008	2008
03231065	P9	NON	2009	2009
03231065	P9	NON	2010	2010
03231065	P9	NON	2011	2011
03231065	P9	NON	2012	2012
03231065	P9	NON	2013	2013
03231065	P9	NON	2014	2014
03231065	P9	NON	2015	2015
03231065	P9	NON	2016	2016
03231065	P9	NON	2017	2017
03231065	P9	NON	2018	2018
03231065	P9	NON	2019	2019
03231065	P9	NON	2020	2020
03231065	P9	NON	2021	2021
03231065	P9	NON	2022	2022
03231065	P9	NON	2023	2023
03231065	P9	NON	2024	2024
03231490	P9	NON	2008	2008
03231490	P9	NON	2009	2009
03231490	P9	NON	2010	2010
03231490	P9	NON	2011	2011
03231490	P9	NON	2012	2012
03231490	P9	NON	2013	2013
03231490	P9	NON	2014	2014
03231490	P9	NON	2015	2015
03231490	P9	NON	2016	2016
03231490	P9	NON	2017	2017
03231490	P9	NON	2018	2018
03231490	P9	NON	2019	2019
03231490	P9	NON	2020	2020
03231490	P9	NON	2021	2021
03231490	P9	NON	2022	2022
03231490	P9	NON	2023	2023
03231490	P9	NON	2024	2024
03231740	P9	NON	2005	2005
03231740	P9	NON	2006	2006
03231740	P9	NON	2007	2007
03231740	P9	NON	2008	2008
03231740	P9	NON	2009	2009
03231740	P9	NON	2010	2010
03231740	P9	NON	2011	2011
03231740	P9	NON	2012	2012
03231740	P9	NON	2013	2013
03231740	P9	NON	2014	2014
03231740	P9	NON	2015	2015
03231740	P9	NON	2016	2016
03231740	P9	NON	2017	2017
03231740	P9	NON	2018	2018
03231740	P9	NON	2019	2019
03231740	P9	NON	2020	2020
03231740	P9	NON	2021	2021
03231740	P9	NON	2022	2022
03231740	P9	NON	2023	2023
03231740	P9	NON	2024	2024
03231740	P9	NON	2025	2025
03232080	TP9	NON	2005	2005
03232080	TP9	NON	2006	2006
03232080	TP9	NON	2007	2007
03232080	TP9	NON	2008	2008
03232080	TP9	NON	2009	2009
03232080	TP9	NON	2010	2010
03232080	TP9	NON	2011	2011
03232080	TP9	NON	2012	2012
03232080	TP9	NON	2013	2013
03232080	TP9	NON	2014	2014
03232080	TP9	NON	2015	2015
03232080	TP9	NON	2016	2016
03232080	TP9	NON	2017	2017
03232080	TP9	NON	2018	2018
03232080	TP9	NON	2019	2019
03232080	TP9	NON	2020	2020
03232080	TP9	NON	2021	2021
03232080	TP9	NON	2022	2022
03232080	TP9	NON	2023	2023
03232080	TP9	NON	2024	2024
03232080	TP9	NON	2025	2025
03232450	P9	NON	1981	1981
03232450	P9	NON	1982	1982
03232450	P9	NON	1983	1983
03232450	P9	NON	1984	1984
03232450	P9	NON	1985	1985
03232450	P9	NON	1986	1986
03232450	P9	NON	1987	1987
03232450	P9	NON	1988	1988
03232450	P9	NON	1989	1989
03232450	P9	NON	1990	1990
03232450	P9	NON	1991	1991
03232450	P9	NON	1992	1992
03232450	P9	NON	1993	1993
03232450	P9	NON	1994	1994
03232450	P9	NON	1995	1995
03232450	P9	NON	1996	1996
03232450	P9	NON	1997	1997
03232450	P9	NON	1998	1998
03232450	P9	NON	1999	1999
03232450	P9	NON	2000	2000
03232450	P9	NON	2001	2001
03232450	P9	NON	2002	2002
03232450	P9	NON	2003	2003
03232450	P9	NON	2004	2004
03232450	P9	NON	2005	2005
03232450	P9	NON	2006	2006
03232450	P9	NON	2007	2007
03232450	P9	NON	2008	2008
03232450	P9	NON	2009	2009
03232450	P9	NON	2010	2010
03232450	P9	NON	2011	2011
03232450	P9	NON	2012	2012
03232450	P9	NON	2013	2013
03232450	P9	NON	2014	2014
03232450	P9	NON	2015	2015
03232450	P9	NON	2016	2016
03232450	P9	NON	2017	2017
03232450	P9	NON	2018	2018
03232450	P9	NON	2019	2019
03232450	P9	NON	2020	2020
03232450	P9	NON	2021	2021
03232450	P9	NON	2022	2022
03232450	P9	NON	2023	2023
03232450	P9	NON	2024	2024
03232450	P9	NON	2025	2025
03233980	TP9	NON	2008	2008
03233980	TP9	NON	2009	2009
03233980	TP9	NON	2010	2010
03233980	TP9	NON	2011	2011
03233980	TP9	NON	2012	2012
03233980	TP9	NON	2013	2013
03233980	TP9	NON	2014	2014
03233980	TP9	NON	2015	2015
03233980	TP9	NON	2016	2016
03233980	TP9	NON	2017	2017
03233980	TP9	NON	2018	2018
03233980	TP9	NON	2019	2019
03233980	TP9	NON	2020	2020
03233980	TP9	NON	2021	2021
03233980	TP9	NON	2022	2022
03233980	TP9	NON	2023	2023
03233980	TP9	NON	2024	2024
03234215	TP9	NON	1984	1984
03234215	TP9	NON	1985	1985
03234215	TP9	NON	1986	1986
03234215	TP9	NON	1987	1987
03234215	TP9	NON	1988	1988
03234215	TP9	NON	1989	1989
